Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",712947,"(+/- 4769 )",705798,"(+/- 9766 )",700417,"(+/- 9312 )",723852,"(+/- 10844 )",751176,"(+/- 19598 )",729849,"(+/- 18834 )",715589,"(+/- 18030 )",786870,"(+/- 19056 )",727563,"(+/- 15827 )",709305,"(+/- 16504 )",726727,"(+/- 11601 )",694502,"(+/- 17024 )",789089,"(+/- 18948 )",694050,"(+/- 18734 )",740464,"(+/- 17578 )",724039,"(+/- 13436 )",732682,"(+/- 5141 )",706853,"(+/- 6314 )",684689,"(+/- 5565 )",713110,"(+/- 5405 )",666280,"(+/- 5122 )",683979,"(+/- 5059 )",681132,"(+/- 4771 )",691427,"(+/- 4300 )",711661,"(+/- 3054 )",701931,"(+/- 4404 )",696655,"(+/- 6039 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",687564,"(+/- 6522 )",679131,"(+/- 10667 )",679154,"(+/- 9574 )",689367,"(+/- 10871 )",700730,"(+/- 18843 )",658856,"(+/- 17198 )",659667,"(+/- 17599 )",737592,"(+/- 19395 )",684364,"(+/- 15705 )",674387,"(+/- 14731 )",685147,"(+/- 11459 )",668686,"(+/- 16672 )",727224,"(+/- 18388 )",613864,"(+/- 17288 )",670104,"(+/- 16947 )",683270,"(+/- 13192 )",700298,"(+/- 6626 )",675025,"(+/- 7185 )",652642,"(+/- 6666 )",689451,"(+/- 5756 )",633067,"(+/- 6795 )",655038,"(+/- 5623 )",644608,"(+/- 5530 )",667688,"(+/- 4773 )",690001,"(+/- 4410 )",677209,"(+/- 5194 )",677269,"(+/- 6256 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",570792,"(+/- 9957 )",549002,"(+/- 13389 )",575002,"(+/- 12596 )",571931,"(+/- 11803 )",457216,"(+/- 14508 )",438909,"(+/- 17339 )",370620,"(+/- 13561 )",453144,"(+/- 14518 )",444741,"(+/- 12463 )",480680,"(+/- 13409 )",483886,"(+/- 11764 )",569447,"(+/- 16782 )",387333,"(+/- 14067 )",367441,"(+/- 16017 )",252672,"(+/- 13422 )",502474,"(+/- 11732 )",522445,"(+/- 9491 )",520284,"(+/- 9888 )",480711,"(+/- 9647 )",543709,"(+/- 9293 )",472331,"(+/- 10301 )",467461,"(+/- 9442 )",464615,"(+/- 7852 )",510200,"(+/- 9240 )",510464,"(+/- 8007 )",470299,"(+/- 10099 )",538252,"(+/- 9226 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",219842,"(+/- 8649 )",225429,"(+/- 9940 )",206992,"(+/- 9674 )",217070,"(+/- 9816 )",307119,"(+/- 15137 )",287020,"(+/- 11458 )",345144,"(+/- 13837 )",360336,"(+/- 14863 )",305236,"(+/- 12349 )",260536,"(+/- 10776 )",274667,"(+/- 13012 )",165158,"(+/- 8658 )",404277,"(+/- 17365 )",313892,"(+/- 12235 )",476354,"(+/- 16412 )",278714,"(+/- 11798 )",276061,"(+/- 9006 )",245820,"(+/- 8592 )",285479,"(+/- 8305 )",258336,"(+/- 8574 )",275961,"(+/- 7646 )",296154,"(+/- 8634 )",293769,"(+/- 8631 )",268858,"(+/- 8203 )",279672,"(+/- 8943 )",310984,"(+/- 8623 )",254288,"(+/- 8277 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",25383,"(+/- 4261 )",26667,"(+/- 4456 )",21263,"(+/- 4106 )",34485,"(+/- 4667 )",50446,"(+/- 5277 )",70993,"(+/- 6028 )",55922,"(+/- 5549 )",49278,"(+/- 5530 )",43199,"(+/- 4837 )",34918,"(+/- 4926 )",41580,"(+/- 5886 )",25816,"(+/- 4324 )",61865,"(+/- 7469 )",80186,"(+/- 6372 )",70360,"(+/- 7216 )",40769,"(+/- 4536 )",32384,"(+/- 4317 )",31828,"(+/- 4213 )",32047,"(+/- 3327 )",23659,"(+/- 2882 )",33213,"(+/- 6722 )",28941,"(+/- 3280 )",36524,"(+/- 3451 )",23739,"(+/- 3000 )",21660,"(+/- 3384 )",24722,"(+/- 2694 )",19386,"(+/- 2231 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",161615,"(+/- 6331 )",158980,"(+/- 7553 )",150342,"(+/- 5308 )",170417,"(+/- 6029 )",173833,"(+/- 7714 )",144098,"(+/- 7920 )",175914,"(+/- 9034 )",178719,"(+/- 9434 )",160142,"(+/- 7295 )",148551,"(+/- 7932 )",169988,"(+/- 6404 )",84511,"(+/- 6520 )",165525,"(+/- 7754 )",155550,"(+/- 8710 )",210679,"(+/- 8508 )",168867,"(+/- 7981 )",188917,"(+/- 4537 )",175731,"(+/- 3855 )",137025,"(+/- 2893 )",154441,"(+/- 3592 )",148062,"(+/- 3080 )",154561,"(+/- 2585 )",148816,"(+/- 2800 )",156560,"(+/- 2137 )",161345,"(+/- 1644 )",153744,"(+/- 4282 )",149461,"(+/- 4748 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2115,"(+/- 1153 )",1502,"(+/- 701 )",2667,"(+/- 1277 )",3557,"(+/- 1146 )",5413,"(+/- 1904 )",6240,"(+/- 2211 )",3432,"(+/- 1133 )",5328,"(+/- 1878 )",3098,"(+/- 1169 )",2276,"(+/- 1048 )",4900,"(+/- 1863 )",1710,"(+/- 1321 )",2153,"(+/- 1229 )",6305,"(+/- 2053 )",4126,"(+/- 1948 )",3715,"(+/- 1429 )",3920,"(+/- 1943 )",4173,"(+/- 1565 )",3223,"(+/- 954 )",2730,"(+/- 1264 )",8317,"(+/- 4325 )",5402,"(+/- 1419 )",10410,"(+/- 2108 )",2819,"(+/- 880 )",2923,"(+/- 1163 )",2344,"(+/- 810 )",2583,"(+/- 825 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.0,"(+/- 1.0 )",4.7,"(+/- 1.0 )",3.7,"(+/- 0.7 )",4.6,"(+/- 0.9 )",8.6,"(+/- 1.1 )",9.7,"(+/- 1.2 )",19.3,"(+/- 1.5 )",16.3,"(+/- 1.5 )",10.4,"(+/- 1.5 )",11.5,"(+/- 1.4 )",10.6,"(+/- 1.3 )",5.3,"(+/- 0.9 )",22.3,"(+/- 1.8 )",11.3,"(+/- 1.4 )",30.7,"(+/- 2.3 )",8.5,"(+/- 1.2 )",6.5,"(+/- 1.1 )",6.8,"(+/- 1.2 )",7.5,"(+/- 1.0 )",6.8,"(+/- 0.9 )",7.5,"(+/- 0.9 )",9.9,"(+/- 1.1 )",9.4,"(+/- 1.1 )",9.4,"(+/- 1.0 )",9.8,"(+/- 1.1 )",12.2,"(+/- 1.2 )",5.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.1,"(+/- 2.1 )",6.2,"(+/- 1.5 )",4.3,"(+/- 1.3 )",6.3,"(+/- 1.6 )",12.0,"(+/- 1.8 )",12.4,"(+/- 2.2 )",26.3,"(+/- 2.1 )",19.6,"(+/- 2.3 )",13.6,"(+/- 2.5 )",16.7,"(+/- 1.8 )",14.6,"(+/- 2.3 )",6.9,"(+/- 1.8 )",28.2,"(+/- 2.8 )",15.2,"(+/- 2.4 )",39.3,"(+/- 3.0 )",12.6,"(+/- 2.2 )",11.2,"(+/- 2.1 )",10.4,"(+/- 2.0 )",13.4,"(+/- 2.0 )",12.4,"(+/- 2.0 )",12.7,"(+/- 1.7 )",16.8,"(+/- 2.3 )",16.6,"(+/- 2.1 )",16.5,"(+/- 2.0 )",16.9,"(+/- 2.2 )",20.8,"(+/- 2.1 )",8.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.1,"(+/- 3.8 )",4.0,"(+/- 3.6 )",2.8,"(+/- 2.4 )",6.6,"(+/- 3.9 )",10.9,"(+/- 4.5 )",11.9,"(+/- 4.8 )",22.4,"(+/- 5.9 )",13.0,"(+/- 4.8 )",10.1,"(+/- 3.4 )",13.7,"(+/- 4.0 )",11.6,"(+/- 3.6 )",2.9,"(+/- 1.3 )",21.8,"(+/- 7.3 )",14.8,"(+/- 6.2 )",41.3,"(+/- 10.2 )",14.1,"(+/- 6.5 )",10.4,"(+/- 5.4 )",10.9,"(+/- 4.4 )",15.4,"(+/- 4.6 )",12.1,"(+/- 5.0 )",13.2,"(+/- 4.5 )",14.0,"(+/- 4.6 )",18.4,"(+/- 4.6 )",15.4,"(+/- 5.3 )",12.7,"(+/- 5.2 )",19.7,"(+/- 6.2 )",9.6,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.4,"(+/- 0.7 )",2.4,"(+/- 0.9 )",1.9,"(+/- 0.5 )",2.1,"(+/- 0.7 )",5.2,"(+/- 1.0 )",8.1,"(+/- 1.3 )",13.5,"(+/- 1.7 )",9.9,"(+/- 1.6 )",6.8,"(+/- 1.3 )",10.3,"(+/- 1.5 )",8.8,"(+/- 1.5 )",2.8,"(+/- 0.9 )",13.1,"(+/- 2.4 )",8.0,"(+/- 1.5 )",16.5,"(+/- 2.9 )",3.6,"(+/- 1.1 )",5.9,"(+/- 1.2 )",4.2,"(+/- 0.9 )",4.2,"(+/- 0.8 )",2.4,"(+/- 0.6 )",3.9,"(+/- 0.7 )",4.8,"(+/- 0.9 )",4.6,"(+/- 0.8 )",3.7,"(+/- 0.8 )",2.7,"(+/- 0.7 )",7.1,"(+/- 1.2 )",2.8,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.6,"(+/- 1.5 )",2.6,"(+/- 1.2 )",1.2,"(+/- 0.6 )",1.8,"(+/- 1.0 )",6.3,"(+/- 1.7 )",8.3,"(+/- 1.9 )",16.1,"(+/- 2.2 )",8.6,"(+/- 1.9 )",7.5,"(+/- 1.9 )",14.2,"(+/- 2.3 )",12.0,"(+/- 2.7 )",4.8,"(+/- 1.8 )",13.5,"(+/- 3.7 )",9.6,"(+/- 2.4 )",21.0,"(+/- 4.2 )",4.7,"(+/- 1.8 )",9.8,"(+/- 2.2 )",5.9,"(+/- 1.5 )",7.3,"(+/- 1.5 )",3.2,"(+/- 1.2 )",5.7,"(+/- 1.6 )",7.5,"(+/- 1.6 )",7.9,"(+/- 1.7 )",5.8,"(+/- 1.9 )",4.3,"(+/- 1.5 )",11.7,"(+/- 2.6 )",3.4,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.5,"(+/- 3.3 )",2.8,"(+/- 3.7 )",0.1,"(+/- 0.2 )",1.7,"(+/- 2.7 )",7.4,"(+/- 4.3 )",6.4,"(+/- 3.8 )",9.3,"(+/- 4.8 )",8.1,"(+/- 4.5 )",7.3,"(+/- 3.8 )",12.5,"(+/- 4.0 )",8.8,"(+/- 4.0 )",1.8,"(+/- 1.3 )",4.5,"(+/- 4.9 )",12.4,"(+/- 6.5 )",24.0,"(+/- 13.4 )",7.6,"(+/- 7.1 )",8.5,"(+/- 5.6 )",7.3,"(+/- 4.5 )",8.4,"(+/- 4.0 )",1.7,"(+/- 1.8 )",4.7,"(+/- 2.3 )",6.0,"(+/- 4.5 )",8.9,"(+/- 4.5 )",4.4,"(+/- 3.0 )",2.3,"(+/- 3.1 )",11.1,"(+/- 5.9 )",1.9,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",20.7,"(+/- 5.8 )",12.6,"(+/- 3.8 )",15.2,"(+/- 4.0 )",14.3,"(+/- 3.8 )",15.4,"(+/- 2.8 )",17.1,"(+/- 3.6 )",33.6,"(+/- 4.6 )",24.6,"(+/- 2.6 )",17.3,"(+/- 3.5 )",17.6,"(+/- 4.1 )",19.1,"(+/- 3.9 )",15.2,"(+/- 4.0 )",32.2,"(+/- 3.2 )",21.3,"(+/- 3.7 )",42.6,"(+/- 3.4 )",20.6,"(+/- 4.1 )",10.5,"(+/- 3.5 )",20.3,"(+/- 4.8 )",23.1,"(+/- 5.1 )",20.9,"(+/- 3.5 )",23.7,"(+/- 3.4 )",29.4,"(+/- 4.2 )",26.6,"(+/- 4.3 )",27.7,"(+/- 4.0 )",29.5,"(+/- 3.6 )",24.4,"(+/- 3.5 )",15.5,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",32.1,"(+/- 8.3 )",18.1,"(+/- 5.5 )",23.6,"(+/- 8.4 )",21.9,"(+/- 6.2 )",22.9,"(+/- 4.4 )",30.7,"(+/- 6.4 )",47.4,"(+/- 5.8 )",32.1,"(+/- 4.2 )",22.9,"(+/- 5.3 )",27.9,"(+/- 6.8 )",23.9,"(+/- 5.6 )",18.0,"(+/- 7.6 )",42.3,"(+/- 4.8 )",26.9,"(+/- 5.4 )",52.9,"(+/- 4.0 )",31.5,"(+/- 6.5 )",17.3,"(+/- 6.4 )",29.0,"(+/- 6.7 )",31.1,"(+/- 7.3 )",29.7,"(+/- 5.1 )",30.6,"(+/- 4.9 )",37.2,"(+/- 5.7 )",34.7,"(+/- 6.2 )",36.6,"(+/- 5.6 )",37.4,"(+/- 4.8 )",36.6,"(+/- 5.2 )",24.3,"(+/- 6.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.7,"(+/- 15.3 )",14.0,"(+/- 13.1 )",30.9,"(+/- 21.9 )",26.9,"(+/- 16.3 )",17.5,"(+/- 9.3 )",35.8,"(+/- 21.1 )",57.9,"(+/- 12.1 )",22.8,"(+/- 11.6 )",14.1,"(+/- 9.3 )",19.4,"(+/- 13.7 )",25.9,"(+/- 14.0 )",7.6,"(+/- 9.3 )",38.2,"(+/- 11.8 )",27.3,"(+/- 14.9 )",54.4,"(+/- 14.0 )",36.4,"(+/- 17.0 )",20.5,"(+/- 20.7 )",28.9,"(+/- 16.9 )",38.0,"(+/- 15.2 )",33.5,"(+/- 15.6 )",41.7,"(+/- 13.1 )",26.9,"(+/- 12.3 )",40.5,"(+/- 13.1 )",37.6,"(+/- 12.8 )",36.4,"(+/- 13.2 )",40.6,"(+/- 15.4 )",36.3,"(+/- 20.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.5,"(+/- 1.0 )",6.6,"(+/- 0.9 )",5.4,"(+/- 0.7 )",5.9,"(+/- 0.8 )",11.3,"(+/- 1.1 )",11.6,"(+/- 1.1 )",22.5,"(+/- 1.4 )",19.4,"(+/- 1.4 )",13.9,"(+/- 1.2 )",15.6,"(+/- 1.2 )",13.4,"(+/- 1.5 )",9.8,"(+/- 1.0 )",24.4,"(+/- 1.6 )",13.8,"(+/- 1.4 )",33.8,"(+/- 1.9 )",11.9,"(+/- 1.1 )",10.4,"(+/- 1.2 )",9.2,"(+/- 1.1 )",12.5,"(+/- 1.0 )",10.9,"(+/- 1.0 )",11.4,"(+/- 0.8 )",14.7,"(+/- 1.2 )",15.0,"(+/- 1.0 )",13.6,"(+/- 1.0 )",14.9,"(+/- 1.0 )",17.3,"(+/- 1.1 )",8.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.3,"(+/- 2.9 )",7.2,"(+/- 2.1 )",5.3,"(+/- 1.7 )",8.0,"(+/- 2.2 )",14.5,"(+/- 2.3 )",14.0,"(+/- 2.6 )",33.2,"(+/- 3.1 )",23.1,"(+/- 3.2 )",16.9,"(+/- 3.1 )",23.9,"(+/- 2.9 )",17.3,"(+/- 3.0 )",8.1,"(+/- 2.9 )",33.4,"(+/- 3.3 )",18.9,"(+/- 3.3 )",45.5,"(+/- 3.8 )",14.7,"(+/- 2.5 )",16.7,"(+/- 3.0 )",13.8,"(+/- 2.5 )",15.8,"(+/- 2.2 )",15.1,"(+/- 2.3 )",14.5,"(+/- 1.8 )",19.7,"(+/- 2.9 )",19.4,"(+/- 2.3 )",20.4,"(+/- 2.4 )",19.9,"(+/- 2.4 )",25.9,"(+/- 2.6 )",9.6,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.0,"(+/- 2.9 )",7.0,"(+/- 2.1 )",5.1,"(+/- 1.8 )",7.6,"(+/- 2.2 )",14.0,"(+/- 2.2 )",13.8,"(+/- 2.6 )",32.9,"(+/- 3.1 )",22.9,"(+/- 3.1 )",16.4,"(+/- 3.0 )",23.7,"(+/- 2.9 )",17.0,"(+/- 3.0 )",8.0,"(+/- 2.8 )",33.2,"(+/- 3.3 )",18.3,"(+/- 3.4 )",45.1,"(+/- 3.9 )",14.3,"(+/- 2.5 )",16.0,"(+/- 3.1 )",13.4,"(+/- 2.5 )",14.9,"(+/- 2.3 )",14.3,"(+/- 2.2 )",14.1,"(+/- 1.8 )",19.2,"(+/- 2.9 )",18.9,"(+/- 2.4 )",19.9,"(+/- 2.3 )",19.3,"(+/- 2.5 )",25.8,"(+/- 2.6 )",9.1,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.9,"(+/- 5.5 )",6.9,"(+/- 3.5 )",4.0,"(+/- 2.5 )",8.5,"(+/- 3.1 )",13.8,"(+/- 3.7 )",14.4,"(+/- 4.2 )",32.6,"(+/- 5.0 )",19.7,"(+/- 4.4 )",15.5,"(+/- 4.5 )",24.4,"(+/- 4.5 )",17.4,"(+/- 4.2 )",5.6,"(+/- 3.3 )",36.1,"(+/- 6.2 )",17.3,"(+/- 4.8 )",48.9,"(+/- 5.9 )",18.2,"(+/- 4.8 )",17.9,"(+/- 4.5 )",15.1,"(+/- 3.7 )",17.6,"(+/- 3.2 )",16.9,"(+/- 4.2 )",16.8,"(+/- 3.0 )",19.7,"(+/- 4.1 )",23.0,"(+/- 3.7 )",21.0,"(+/- 4.0 )",17.9,"(+/- 3.8 )",29.4,"(+/- 4.6 )",11.1,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.7,"(+/- 2.6 )",7.0,"(+/- 2.2 )",5.5,"(+/- 1.9 )",7.2,"(+/- 2.3 )",14.0,"(+/- 2.5 )",13.5,"(+/- 2.8 )",33.1,"(+/- 3.4 )",24.2,"(+/- 3.8 )",16.8,"(+/- 3.1 )",23.3,"(+/- 3.3 )",16.9,"(+/- 3.0 )",9.6,"(+/- 3.3 )",31.9,"(+/- 3.4 )",18.8,"(+/- 3.6 )",43.7,"(+/- 4.1 )",12.9,"(+/- 2.5 )",15.2,"(+/- 2.9 )",12.9,"(+/- 2.6 )",13.9,"(+/- 2.7 )",13.4,"(+/- 2.4 )",13.1,"(+/- 1.8 )",19.1,"(+/- 3.3 )",17.4,"(+/- 2.6 )",19.5,"(+/- 2.8 )",19.8,"(+/- 2.8 )",24.5,"(+/- 2.8 )",8.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.5,"(+/- 0.8 )",6.4,"(+/- 0.8 )",5.4,"(+/- 0.7 )",5.3,"(+/- 0.7 )",10.5,"(+/- 0.9 )",11.0,"(+/- 0.9 )",19.2,"(+/- 1.3 )",18.4,"(+/- 1.1 )",13.1,"(+/- 0.9 )",13.5,"(+/- 1.1 )",12.4,"(+/- 1.2 )",10.0,"(+/- 1.0 )",22.2,"(+/- 1.4 )",12.4,"(+/- 1.1 )",29.6,"(+/- 1.5 )",11.1,"(+/- 1.0 )",8.3,"(+/- 0.8 )",7.8,"(+/- 0.8 )",11.8,"(+/- 0.9 )",9.8,"(+/- 0.8 )",10.6,"(+/- 0.7 )",13.3,"(+/- 1.0 )",13.9,"(+/- 0.9 )",11.8,"(+/- 0.9 )",13.6,"(+/- 0.9 )",15.1,"(+/- 1.0 )",7.8,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.0,"(+/- 1.2 )",6.9,"(+/- 1.6 )",6.7,"(+/- 1.3 )",5.3,"(+/- 1.3 )",12.8,"(+/- 1.8 )",15.2,"(+/- 1.9 )",27.3,"(+/- 3.7 )",22.2,"(+/- 2.2 )",18.1,"(+/- 2.0 )",15.8,"(+/- 2.5 )",15.4,"(+/- 2.0 )",10.2,"(+/- 1.8 )",29.6,"(+/- 3.3 )",15.8,"(+/- 2.4 )",32.5,"(+/- 3.2 )",11.5,"(+/- 2.1 )",6.6,"(+/- 1.2 )",6.1,"(+/- 1.1 )",7.3,"(+/- 1.1 )",6.8,"(+/- 1.1 )",7.5,"(+/- 1.1 )",9.1,"(+/- 1.2 )",9.0,"(+/- 1.3 )",8.7,"(+/- 1.2 )",9.9,"(+/- 1.4 )",9.8,"(+/- 1.3 )",6.6,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.5,"(+/- 1.2 )",4.4,"(+/- 1.0 )",3.5,"(+/- 0.7 )",4.4,"(+/- 0.9 )",8.4,"(+/- 1.1 )",9.4,"(+/- 1.3 )",21.6,"(+/- 1.8 )",16.4,"(+/- 1.7 )",10.6,"(+/- 1.5 )",14.8,"(+/- 1.6 )",11.4,"(+/- 1.6 )",6.1,"(+/- 1.2 )",22.5,"(+/- 2.0 )",11.9,"(+/- 1.6 )",30.9,"(+/- 2.4 )",8.7,"(+/- 1.2 )",8.5,"(+/- 1.5 )",7.4,"(+/- 1.2 )",8.2,"(+/- 1.1 )",7.4,"(+/- 0.9 )",8.0,"(+/- 0.9 )",11.1,"(+/- 1.4 )",10.5,"(+/- 1.1 )",10.4,"(+/- 1.1 )",11.0,"(+/- 1.2 )",14.2,"(+/- 1.2 )",5.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",18.3,"(+/- 2.0 )",20.3,"(+/- 2.3 )",18.3,"(+/- 2.5 )",16.6,"(+/- 2.0 )",29.7,"(+/- 2.7 )",22.1,"(+/- 2.1 )",25.4,"(+/- 1.9 )",28.8,"(+/- 2.1 )",24.8,"(+/- 1.8 )",17.4,"(+/- 1.8 )",24.9,"(+/- 2.6 )",14.1,"(+/- 1.5 )",29.7,"(+/- 1.9 )",20.8,"(+/- 1.7 )",46.5,"(+/- 2.7 )",25.7,"(+/- 2.7 )",20.8,"(+/- 2.4 )",19.3,"(+/- 1.9 )",26.9,"(+/- 1.9 )",21.5,"(+/- 2.0 )",23.4,"(+/- 1.7 )",27.4,"(+/- 2.0 )",29.2,"(+/- 2.1 )",24.7,"(+/- 2.1 )",26.9,"(+/- 1.9 )",26.1,"(+/- 2.0 )",20.2,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",178237,"(+/- 6027 )",172081,"(+/- 6782 )",167155,"(+/- 5932 )",178316,"(+/- 6522 )",195008,"(+/- 9604 )",156528,"(+/- 7019 )",176741,"(+/- 9021 )",188401,"(+/- 10428 )",176848,"(+/- 7166 )",164324,"(+/- 8412 )",170796,"(+/- 6713 )",116569,"(+/- 7205 )",190701,"(+/- 8764 )",158385,"(+/- 8863 )",217411,"(+/- 8772 )",186437,"(+/- 8664 )",197719,"(+/- 4983 )",188849,"(+/- 4432 )",149954,"(+/- 4510 )",179784,"(+/- 5578 )",152017,"(+/- 4025 )",165980,"(+/- 4672 )",170045,"(+/- 4011 )",169445,"(+/- 3322 )",181737,"(+/- 4160 )",170701,"(+/- 5176 )",152056,"(+/- 5651 )"
Education,"School Enrollment","Nursery school, preschool",10814,"(+/- 1912 )",10390,"(+/- 2055 )",13133,"(+/- 1821 )",13218,"(+/- 1762 )",11080,"(+/- 1784 )",11103,"(+/- 1951 )",14104,"(+/- 1817 )",12578,"(+/- 2024 )",12562,"(+/- 2030 )",13342,"(+/- 2124 )",11789,"(+/- 1746 )",9473,"(+/- 1852 )",10486,"(+/- 2012 )",9862,"(+/- 2017 )",12636,"(+/- 2082 )",14731,"(+/- 2495 )",15820,"(+/- 2101 )",11427,"(+/- 1476 )",7598,"(+/- 1235 )",8721,"(+/- 1404 )",7920,"(+/- 1248 )",7848,"(+/- 1175 )",8798,"(+/- 1083 )",9982,"(+/- 1332 )",11145,"(+/- 1347 )",9171,"(+/- 1493 )",10189,"(+/- 1821 )"
Education,"School Enrollment",Kindergarten,8661,"(+/- 1602 )",9611,"(+/- 1728 )",7369,"(+/- 1430 )",7610,"(+/- 1449 )",9546,"(+/- 1788 )",6513,"(+/- 1355 )",11714,"(+/- 2001 )",10001,"(+/- 1982 )",9669,"(+/- 1567 )",8143,"(+/- 1509 )",6580,"(+/- 1493 )",2792,"(+/- 755 )",7934,"(+/- 1497 )",6601,"(+/- 1344 )",11672,"(+/- 2108 )",6685,"(+/- 1283 )",9259,"(+/- 1532 )",9062,"(+/- 1376 )",6995,"(+/- 1194 )",6696,"(+/- 1236 )",7217,"(+/- 1207 )",8638,"(+/- 1384 )",8219,"(+/- 1211 )",8783,"(+/- 1336 )",8340,"(+/- 1228 )",6792,"(+/- 1131 )",7396,"(+/- 1221 )"
Education,"School Enrollment","Elementary school (grades 1-8)",67550,"(+/- 4467 )",65310,"(+/- 4082 )",61829,"(+/- 4294 )",69898,"(+/- 4023 )",72075,"(+/- 4430 )",60844,"(+/- 4363 )",72179,"(+/- 5492 )",73625,"(+/- 5242 )",67531,"(+/- 4479 )",62026,"(+/- 4261 )",72012,"(+/- 4114 )",31543,"(+/- 4493 )",71031,"(+/- 4803 )",64069,"(+/- 5312 )",91894,"(+/- 5190 )",72020,"(+/- 5247 )",79163,"(+/- 3348 )",73587,"(+/- 3113 )",54056,"(+/- 2467 )",62624,"(+/- 2580 )",62918,"(+/- 2228 )",63067,"(+/- 2773 )",59183,"(+/- 2165 )",62348,"(+/- 1963 )",64899,"(+/- 2304 )",62751,"(+/- 2905 )",62239,"(+/- 3128 )"
