Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",13563,"(+/- 1814 )",31960,"(+/- 3060 )",32447,"(+/- 2725 )",19503,"(+/- 2404 )",16109,"(+/- 1934 )",34633,"(+/- 3155 )",23383,"(+/- 3460 )",31798,"(+/- 3582 )",18416,"(+/- 3011 )",32348,"(+/- 3442 )",18290,"(+/- 2426 )",30888,"(+/- 2948 )",15154,"(+/- 1622 )",22929,"(+/- 2884 )",12756,"(+/- 1941 )",16621,"(+/- 2506 )",22006,"(+/- 2198 )",15485,"(+/- 2250 )",16923,"(+/- 1856 )",19097,"(+/- 2052 )",26748,"(+/- 2705 )",35986,"(+/- 3499 )",17558,"(+/- 2433 )",23548,"(+/- 2408 )",21401,"(+/- 2327 )",43745,"(+/- 3492 )",21104,"(+/- 2637 )",14866,"(+/- 2590 )",12206,"(+/- 2158 )",20448,"(+/- 2797 )",37671,"(+/- 3074 )",23009,"(+/- 2490 )",8653,"(+/- 1401 )",8819,"(+/- 1514 )",20464,"(+/- 2424 )",23355,"(+/- 2732 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5831,"(+/- 1167 )",20134,"(+/- 3038 )",29226,"(+/- 2564 )",12518,"(+/- 2276 )",8926,"(+/- 1597 )",17053,"(+/- 2150 )",10076,"(+/- 1597 )",19305,"(+/- 2846 )",4855,"(+/- 1168 )",25819,"(+/- 3368 )",8097,"(+/- 1912 )",16129,"(+/- 1978 )",7267,"(+/- 1388 )",15005,"(+/- 2221 )",5662,"(+/- 1097 )",5900,"(+/- 1544 )",10188,"(+/- 2121 )",7925,"(+/- 1678 )",6155,"(+/- 1196 )",9467,"(+/- 1307 )",21925,"(+/- 2819 )",28602,"(+/- 3503 )",9052,"(+/- 1448 )",18249,"(+/- 2070 )",14881,"(+/- 2061 )",30524,"(+/- 2985 )",8351,"(+/- 1297 )",5163,"(+/- 1077 )",2762,"(+/- 858 )",7480,"(+/- 1454 )",21773,"(+/- 2294 )",16984,"(+/- 1963 )",2785,"(+/- 809 )",2521,"(+/- 969 )",7286,"(+/- 1450 )",10876,"(+/- 1804 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1447,"(+/- 662 )",12393,"(+/- 1945 )",23799,"(+/- 2568 )",7700,"(+/- 1443 )",5553,"(+/- 1241 )",6984,"(+/- 1235 )",8361,"(+/- 1695 )",10715,"(+/- 1629 )",2488,"(+/- 990 )",16916,"(+/- 2633 )",4878,"(+/- 1105 )",9530,"(+/- 1973 )",3414,"(+/- 995 )",7419,"(+/- 1474 )",1934,"(+/- 607 )",1683,"(+/- 545 )",6036,"(+/- 1662 )",4473,"(+/- 916 )",2357,"(+/- 781 )",3986,"(+/- 783 )",13647,"(+/- 2052 )",22577,"(+/- 3462 )",5272,"(+/- 1220 )",11450,"(+/- 1515 )",11495,"(+/- 1891 )",20620,"(+/- 2402 )",3170,"(+/- 944 )",2492,"(+/- 713 )",1972,"(+/- 948 )",2849,"(+/- 774 )",10898,"(+/- 1524 )",9558,"(+/- 1680 )",484,"(+/- 265 )",953,"(+/- 475 )",3012,"(+/- 933 )",4239,"(+/- 1124 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3380,"(+/- 954 )",14776,"(+/- 2103 )",29538,"(+/- 2332 )",6290,"(+/- 1156 )",5769,"(+/- 1028 )",8314,"(+/- 1508 )",21534,"(+/- 1930 )",18182,"(+/- 2713 )",1116,"(+/- 467 )",19895,"(+/- 2591 )",5417,"(+/- 1231 )",10917,"(+/- 2056 )",3101,"(+/- 847 )",8242,"(+/- 1399 )",1843,"(+/- 886 )",1843,"(+/- 634 )",4245,"(+/- 1004 )",7544,"(+/- 1231 )",3554,"(+/- 973 )",1832,"(+/- 671 )",18736,"(+/- 2233 )",30816,"(+/- 3819 )",7250,"(+/- 1029 )",22617,"(+/- 2222 )",23687,"(+/- 2255 )",29865,"(+/- 2403 )",4522,"(+/- 977 )",1815,"(+/- 684 )",971,"(+/- 552 )",2801,"(+/- 702 )",13250,"(+/- 1636 )",24726,"(+/- 1979 )",446,"(+/- 280 )",1215,"(+/- 445 )",1367,"(+/- 623 )",3915,"(+/- 973 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1251,"(+/- 39 )",1827,"(+/- 58 )",2226,"(+/- 43 )",1449,"(+/- 51 )",1378,"(+/- 45 )",1618,"(+/- 35 )",1843,"(+/- 69 )",1720,"(+/- 41 )",1379,"(+/- 36 )",1966,"(+/- 55 )",1379,"(+/- 42 )",1663,"(+/- 41 )",1230,"(+/- 30 )",1681,"(+/- 47 )",1217,"(+/- 38 )",1253,"(+/- 40 )",1511,"(+/- 46 )",1430,"(+/- 44 )",1353,"(+/- 39 )",1370,"(+/- 36 )",1951,"(+/- 59 )",2131,"(+/- 56 )",1421,"(+/- 45 )",2052,"(+/- 61 )",1800,"(+/- 69 )",2016,"(+/- 50 )",1446,"(+/- 36 )",1254,"(+/- 49 )",1269,"(+/- 47 )",1389,"(+/- 38 )",1700,"(+/- 28 )",1945,"(+/- 48 )",1195,"(+/- 28 )",1080,"(+/- 44 )",1370,"(+/- 33 )",1480,"(+/- 52 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",90482,"(+/- 3855 )",58979,"(+/- 3555 )",59785,"(+/- 3181 )",98271,"(+/- 4058 )",76730,"(+/- 4017 )",64515,"(+/- 3460 )",55827,"(+/- 3376 )",88357,"(+/- 4364 )",50017,"(+/- 3276 )",81588,"(+/- 4383 )",108435,"(+/- 4334 )",69301,"(+/- 3704 )",88006,"(+/- 3457 )",87505,"(+/- 4112 )",86179,"(+/- 4063 )",61367,"(+/- 3388 )",75908,"(+/- 3369 )",53945,"(+/- 3628 )",88057,"(+/- 3701 )",59080,"(+/- 3357 )",77208,"(+/- 4070 )",72303,"(+/- 4898 )",89670,"(+/- 4310 )",50432,"(+/- 3378 )",80870,"(+/- 3470 )",53650,"(+/- 3571 )",87344,"(+/- 4402 )",77741,"(+/- 3906 )",61332,"(+/- 3887 )",54167,"(+/- 3778 )",58120,"(+/- 3205 )",58070,"(+/- 3491 )",58049,"(+/- 3114 )",90315,"(+/- 4127 )",55509,"(+/- 3345 )",98602,"(+/- 4640 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",14149,"(+/- 1678 )",3810,"(+/- 1124 )",1336,"(+/- 550 )",12990,"(+/- 1469 )",9446,"(+/- 1818 )",3980,"(+/- 890 )",2109,"(+/- 880 )",10765,"(+/- 1922 )",6734,"(+/- 1542 )",5011,"(+/- 1285 )",13013,"(+/- 1540 )",5154,"(+/- 1195 )",13572,"(+/- 1412 )",12980,"(+/- 1751 )",14851,"(+/- 2054 )",10336,"(+/- 1475 )",6185,"(+/- 1091 )",10039,"(+/- 1742 )",14090,"(+/- 1884 )",7624,"(+/- 1099 )",5235,"(+/- 1173 )",2498,"(+/- 795 )",16283,"(+/- 2099 )",1398,"(+/- 816 )",6600,"(+/- 1334 )",1656,"(+/- 586 )",13400,"(+/- 1994 )",14868,"(+/- 2306 )",9531,"(+/- 1797 )",5976,"(+/- 1148 )",3414,"(+/- 815 )",603,"(+/- 327 )",5565,"(+/- 1062 )",19832,"(+/- 2714 )",7599,"(+/- 1232 )",14521,"(+/- 2096 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",25519,"(+/- 2490 )",6505,"(+/- 1200 )",2044,"(+/- 753 )",25071,"(+/- 2668 )",19768,"(+/- 2385 )",9145,"(+/- 1321 )",4579,"(+/- 1039 )",19438,"(+/- 3297 )",11561,"(+/- 1965 )",12228,"(+/- 1580 )",28906,"(+/- 2601 )",10211,"(+/- 2070 )",23740,"(+/- 2164 )",19336,"(+/- 2318 )",29538,"(+/- 3003 )",19073,"(+/- 1678 )",18006,"(+/- 1845 )",14703,"(+/- 1886 )",25660,"(+/- 2394 )",16846,"(+/- 2060 )",10899,"(+/- 1735 )",7606,"(+/- 1411 )",26215,"(+/- 2970 )",3235,"(+/- 803 )",15260,"(+/- 1977 )",2645,"(+/- 757 )",22682,"(+/- 2637 )",23517,"(+/- 2366 )",16729,"(+/- 2352 )",13769,"(+/- 1941 )",7889,"(+/- 1467 )",4464,"(+/- 1079 )",17350,"(+/- 1998 )",29578,"(+/- 2877 )",14628,"(+/- 1595 )",28585,"(+/- 2730 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",29825,"(+/- 2724 )",13207,"(+/- 2113 )",7664,"(+/- 1425 )",30101,"(+/- 2567 )",22631,"(+/- 2116 )",19056,"(+/- 2254 )",9705,"(+/- 1920 )",21794,"(+/- 2462 )",15447,"(+/- 2161 )",17626,"(+/- 2007 )",32928,"(+/- 2762 )",18781,"(+/- 2328 )",27265,"(+/- 2260 )",24079,"(+/- 2778 )",25174,"(+/- 2598 )",17884,"(+/- 2066 )",22992,"(+/- 2249 )",13291,"(+/- 1982 )",25477,"(+/- 2463 )",17370,"(+/- 1699 )",16751,"(+/- 2036 )",11529,"(+/- 1953 )",24008,"(+/- 2746 )",10357,"(+/- 1533 )",20643,"(+/- 2314 )",10159,"(+/- 1608 )",25360,"(+/- 2516 )",22812,"(+/- 2619 )",20722,"(+/- 2832 )",16724,"(+/- 2323 )",16203,"(+/- 2148 )",11354,"(+/- 1573 )",20227,"(+/- 1968 )",25719,"(+/- 2717 )",18211,"(+/- 2060 )",28497,"(+/- 2917 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",11527,"(+/- 1586 )",13201,"(+/- 1935 )",12312,"(+/- 1922 )",19028,"(+/- 2299 )",14037,"(+/- 2049 )",17406,"(+/- 2022 )",9687,"(+/- 1673 )",15067,"(+/- 2224 )",9090,"(+/- 1825 )",14671,"(+/- 1869 )",17169,"(+/- 1900 )",17096,"(+/- 1923 )",14006,"(+/- 1295 )",15564,"(+/- 2115 )",10006,"(+/- 1586 )",7596,"(+/- 1363 )",14444,"(+/- 1691 )",8505,"(+/- 1360 )",13930,"(+/- 1869 )",11022,"(+/- 1630 )",18765,"(+/- 2241 )",15199,"(+/- 2206 )",10487,"(+/- 1725 )",11037,"(+/- 1608 )",14024,"(+/- 1780 )",12032,"(+/- 1743 )",13574,"(+/- 1519 )",10658,"(+/- 1718 )",9870,"(+/- 1620 )",9298,"(+/- 1820 )",12867,"(+/- 1683 )",12563,"(+/- 1374 )",9982,"(+/- 1713 )",9956,"(+/- 1695 )",8898,"(+/- 1444 )",14654,"(+/- 1945 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5333,"(+/- 1125 )",8764,"(+/- 1619 )",11704,"(+/- 1655 )",6203,"(+/- 1012 )",5853,"(+/- 1278 )",8020,"(+/- 1176 )",7733,"(+/- 1400 )",7089,"(+/- 1478 )",4076,"(+/- 1071 )",13430,"(+/- 2344 )",7193,"(+/- 1577 )",8367,"(+/- 1377 )",5457,"(+/- 979 )",6827,"(+/- 1536 )",2566,"(+/- 864 )",2904,"(+/- 820 )",6345,"(+/- 1327 )",2972,"(+/- 845 )",3974,"(+/- 872 )",3835,"(+/- 994 )",9326,"(+/- 1385 )",13100,"(+/- 2470 )",5713,"(+/- 1201 )",8384,"(+/- 1380 )",8036,"(+/- 1495 )",10779,"(+/- 1581 )",5644,"(+/- 1185 )",3015,"(+/- 833 )",2670,"(+/- 950 )",4084,"(+/- 1056 )",8480,"(+/- 1333 )",9307,"(+/- 1446 )",2957,"(+/- 867 )",2832,"(+/- 835 )",3529,"(+/- 1054 )",6796,"(+/- 1436 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4129,"(+/- 984 )",13492,"(+/- 1925 )",24725,"(+/- 2025 )",4878,"(+/- 981 )",4995,"(+/- 948 )",6908,"(+/- 1305 )",22014,"(+/- 2116 )",14204,"(+/- 2088 )",3109,"(+/- 1086 )",18622,"(+/- 2147 )",9226,"(+/- 1368 )",9692,"(+/- 1386 )",3966,"(+/- 792 )",8719,"(+/- 1245 )",4044,"(+/- 1092 )",3574,"(+/- 970 )",7936,"(+/- 1337 )",4435,"(+/- 913 )",4926,"(+/- 962 )",2383,"(+/- 716 )",16232,"(+/- 1983 )",22371,"(+/- 3255 )",6964,"(+/- 1197 )",16021,"(+/- 1936 )",16307,"(+/- 1614 )",16379,"(+/- 2133 )",6684,"(+/- 1338 )",2871,"(+/- 810 )",1810,"(+/- 718 )",4316,"(+/- 991 )",9267,"(+/- 1555 )",19779,"(+/- 1821 )",1968,"(+/- 718 )",2398,"(+/- 728 )",2644,"(+/- 824 )",5549,"(+/- 959 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",435,"(+/- 14 )",683,"(+/- 30 )",907,"(+/- 32 )",464,"(+/- 13 )",478,"(+/- 22 )",601,"(+/- 16 )",841,"(+/- 40 )",510,"(+/- 33 )",487,"(+/- 25 )",672,"(+/- 27 )",466,"(+/- 13 )",606,"(+/- 20 )",443,"(+/- 10 )",479,"(+/- 15 )",393,"(+/- 13 )",412,"(+/- 16 )",512,"(+/- 19 )",427,"(+/- 21 )",429,"(+/- 13 )",449,"(+/- 16 )",654,"(+/- 19 )",790,"(+/- 41 )",417,"(+/- 17 )",785,"(+/- 33 )",580,"(+/- 22 )",805,"(+/- 23 )",458,"(+/- 17 )",404,"(+/- 19 )",435,"(+/- 17 )",493,"(+/- 23 )",625,"(+/- 29 )",801,"(+/- 32 )",459,"(+/- 20 )",380,"(+/- 13 )",452,"(+/- 15 )",442,"(+/- 16 )"
Housing,"Gross Rent","Occupied units paying rent",75825,"(+/- 4304 )",112306,"(+/- 6506 )",112408,"(+/- 4661 )",69545,"(+/- 3983 )",93180,"(+/- 4113 )",89759,"(+/- 4898 )",136098,"(+/- 5337 )",75819,"(+/- 5071 )",141650,"(+/- 7516 )",97701,"(+/- 5499 )",75904,"(+/- 4347 )",109229,"(+/- 5551 )",76706,"(+/- 3304 )",85581,"(+/- 4810 )",60989,"(+/- 3591 )",93552,"(+/- 4806 )",119845,"(+/- 5283 )",136835,"(+/- 6108 )",90858,"(+/- 3633 )",107661,"(+/- 5359 )",130503,"(+/- 5760 )",74500,"(+/- 5164 )",59896,"(+/- 4102 )",165549,"(+/- 4766 )",80178,"(+/- 4323 )",82678,"(+/- 4762 )",85103,"(+/- 3618 )",64014,"(+/- 4236 )",105227,"(+/- 5831 )",131415,"(+/- 5627 )",103329,"(+/- 4336 )",124206,"(+/- 5018 )",120464,"(+/- 6135 )",62286,"(+/- 3905 )",133458,"(+/- 5229 )",69122,"(+/- 4674 )"
Housing,"Gross Rent","Less than $500",9341,"(+/- 1762 )",1454,"(+/- 940 )",1555,"(+/- 673 )",7487,"(+/- 1233 )",5238,"(+/- 1427 )",2816,"(+/- 879 )",1508,"(+/- 742 )",4576,"(+/- 1369 )",5883,"(+/- 1464 )",3932,"(+/- 1314 )",7644,"(+/- 1359 )",5261,"(+/- 1242 )",10629,"(+/- 1635 )",9959,"(+/- 1966 )",12549,"(+/- 1829 )",15512,"(+/- 2111 )",8999,"(+/- 1740 )",10031,"(+/- 1622 )",9304,"(+/- 1729 )",6402,"(+/- 1206 )",3298,"(+/- 1209 )",1724,"(+/- 1020 )",7966,"(+/- 1646 )",1628,"(+/- 751 )",3726,"(+/- 931 )",1616,"(+/- 718 )",9716,"(+/- 1469 )",8593,"(+/- 1713 )",5963,"(+/- 1134 )",8005,"(+/- 1190 )",5319,"(+/- 1170 )",2441,"(+/- 942 )",7835,"(+/- 1365 )",15958,"(+/- 2298 )",11233,"(+/- 1673 )",5423,"(+/- 1368 )"
Housing,"Gross Rent","$500 to $999",41660,"(+/- 3474 )",30188,"(+/- 3596 )",16938,"(+/- 2237 )",38086,"(+/- 2903 )",45503,"(+/- 3812 )",29359,"(+/- 3180 )",41254,"(+/- 3632 )",21988,"(+/- 3114 )",63686,"(+/- 4696 )",24316,"(+/- 3112 )",33368,"(+/- 3274 )",35263,"(+/- 3306 )",45406,"(+/- 3354 )",32808,"(+/- 2797 )",34706,"(+/- 2583 )",50753,"(+/- 4088 )",49428,"(+/- 3405 )",65882,"(+/- 4348 )",49375,"(+/- 3253 )",51271,"(+/- 3663 )",36605,"(+/- 3341 )",17217,"(+/- 3039 )",30463,"(+/- 3309 )",40846,"(+/- 3404 )",28028,"(+/- 2979 )",15402,"(+/- 2479 )",37817,"(+/- 3158 )",32149,"(+/- 3305 )",58809,"(+/- 4050 )",53112,"(+/- 3660 )",33409,"(+/- 2777 )",33617,"(+/- 3353 )",61171,"(+/- 4559 )",35377,"(+/- 2995 )",43774,"(+/- 3619 )",34159,"(+/- 3870 )"
Housing,"Gross Rent","$1,000 to $1,499",20043,"(+/- 2421 )",44684,"(+/- 4208 )",47963,"(+/- 3607 )",16690,"(+/- 2184 )",31820,"(+/- 3131 )",36329,"(+/- 3458 )",57150,"(+/- 4086 )",29732,"(+/- 3494 )",51414,"(+/- 5193 )",42919,"(+/- 4386 )",23213,"(+/- 2735 )",44502,"(+/- 4102 )",17194,"(+/- 2047 )",31163,"(+/- 2859 )",9659,"(+/- 1853 )",21020,"(+/- 2750 )",40800,"(+/- 4047 )",42135,"(+/- 4068 )",24837,"(+/- 2826 )",37623,"(+/- 3677 )",51028,"(+/- 3522 )",30011,"(+/- 2890 )",14188,"(+/- 2514 )",81808,"(+/- 4161 )",26951,"(+/- 3139 )",38187,"(+/- 3306 )",27893,"(+/- 3064 )",17855,"(+/- 2604 )",34904,"(+/- 3767 )",46922,"(+/- 4183 )",40695,"(+/- 3236 )",52752,"(+/- 3343 )",41576,"(+/- 3342 )",8756,"(+/- 1736 )",52325,"(+/- 4302 )",21782,"(+/- 2565 )"
Housing,"Gross Rent","$1,500 to $1,999",3615,"(+/- 927 )",24363,"(+/- 3067 )",30338,"(+/- 3746 )",5010,"(+/- 1250 )",8115,"(+/- 1565 )",16073,"(+/- 2468 )",28370,"(+/- 3194 )",12480,"(+/- 2661 )",17273,"(+/- 2741 )",19889,"(+/- 2765 )",8142,"(+/- 1771 )",18146,"(+/- 2800 )",2277,"(+/- 720 )",9127,"(+/- 2502 )",3413,"(+/- 1227 )",5726,"(+/- 1461 )",16073,"(+/- 2689 )",12616,"(+/- 1949 )",4846,"(+/- 1172 )",9316,"(+/- 1730 )",23883,"(+/- 2695 )",17289,"(+/- 3397 )",5310,"(+/- 1413 )",30038,"(+/- 2508 )",14364,"(+/- 2065 )",17742,"(+/- 2831 )",6651,"(+/- 1255 )",4813,"(+/- 1202 )",5105,"(+/- 1531 )",17257,"(+/- 2717 )",18325,"(+/- 2436 )",22662,"(+/- 2869 )",7482,"(+/- 1673 )",1655,"(+/- 859 )",21323,"(+/- 2624 )",6671,"(+/- 1462 )"
Housing,"Gross Rent","$2,000 to $2,499",948,"(+/- 495 )",7406,"(+/- 1523 )",10810,"(+/- 1544 )",1633,"(+/- 777 )",1343,"(+/- 579 )",4075,"(+/- 1393 )",3678,"(+/- 959 )",4329,"(+/- 1403 )",2230,"(+/- 1126 )",3806,"(+/- 1064 )",2910,"(+/- 1038 )",3857,"(+/- 1134 )",818,"(+/- 441 )",1824,"(+/- 895 )",465,"(+/- 431 )",380,"(+/- 217 )",2780,"(+/- 978 )",3780,"(+/- 1274 )",1091,"(+/- 604 )",2022,"(+/- 722 )",8046,"(+/- 1533 )",5342,"(+/- 1798 )",1315,"(+/- 895 )",7013,"(+/- 1334 )",4560,"(+/- 1310 )",6698,"(+/- 1572 )",2812,"(+/- 922 )",604,"(+/- 439 )",130,"(+/- 165 )",4230,"(+/- 1271 )",4649,"(+/- 1202 )",7498,"(+/- 1361 )",2089,"(+/- 907 )",495,"(+/- 483 )",4148,"(+/- 1138 )",801,"(+/- 460 )"
Housing,"Gross Rent","$2,500 to $2,999",56,"(+/- 94 )",2875,"(+/- 1250 )",3600,"(+/- 959 )",509,"(+/- 350 )",629,"(+/- 290 )",983,"(+/- 521 )",1459,"(+/- 591 )",860,"(+/- 684 )",936,"(+/- 551 )",1061,"(+/- 536 )",381,"(+/- 324 )",1041,"(+/- 766 )",150,"(+/- 127 )",382,"(+/- 317 )",0,"(+/- 228 )",161,"(+/- 184 )",1498,"(+/- 733 )",1186,"(+/- 552 )",373,"(+/- 324 )",647,"(+/- 424 )",3960,"(+/- 1228 )",1562,"(+/- 851 )",299,"(+/- 259 )",3105,"(+/- 930 )",1158,"(+/- 722 )",2237,"(+/- 699 )",113,"(+/- 189 )",0,"(+/- 228 )",0,"(+/- 228 )",904,"(+/- 344 )",602,"(+/- 494 )",1796,"(+/- 693 )",174,"(+/- 166 )",0,"(+/- 228 )",572,"(+/- 425 )",246,"(+/- 220 )"
Housing,"Gross Rent","$3,000 or more",162,"(+/- 170 )",1336,"(+/- 621 )",1204,"(+/- 668 )",130,"(+/- 185 )",532,"(+/- 348 )",124,"(+/- 146 )",2679,"(+/- 995 )",1854,"(+/- 1357 )",228,"(+/- 231 )",1778,"(+/- 861 )",246,"(+/- 196 )",1159,"(+/- 603 )",232,"(+/- 259 )",318,"(+/- 252 )",197,"(+/- 318 )",0,"(+/- 228 )",267,"(+/- 248 )",1205,"(+/- 462 )",1032,"(+/- 430 )",380,"(+/- 433 )",3683,"(+/- 1133 )",1355,"(+/- 654 )",355,"(+/- 452 )",1111,"(+/- 465 )",1391,"(+/- 713 )",796,"(+/- 359 )",101,"(+/- 127 )",0,"(+/- 228 )",316,"(+/- 419 )",985,"(+/- 432 )",330,"(+/- 212 )",3440,"(+/- 1154 )",137,"(+/- 164 )",45,"(+/- 74 )",83,"(+/- 65 )",40,"(+/- 66 )"
Housing,"Gross Rent","Median (dollars)",831,"(+/- 24 )",1225,"(+/- 27 )",1388,"(+/- 35 )",861,"(+/- 24 )",966,"(+/- 21 )",1143,"(+/- 27 )",1186,"(+/- 25 )",1147,"(+/- 35 )",1010,"(+/- 29 )",1198,"(+/- 28 )",961,"(+/- 33 )",1131,"(+/- 30 )",789,"(+/- 21 )",1000,"(+/- 31 )",761,"(+/- 27 )",805,"(+/- 27 )",1015,"(+/- 32 )",953,"(+/- 21 )",875,"(+/- 23 )",972,"(+/- 21 )",1219,"(+/- 30 )",1257,"(+/- 49 )",886,"(+/- 37 )",1221,"(+/- 17 )",1143,"(+/- 42 )",1265,"(+/- 44 )",947,"(+/- 26 )",871,"(+/- 28 )",917,"(+/- 20 )",1044,"(+/- 26 )",1143,"(+/- 29 )",1243,"(+/- 27 )",949,"(+/- 17 )",703,"(+/- 27 )",1093,"(+/- 24 )",931,"(+/- 32 )"
Housing,"Gross Rent","No rent paid",6399,"(+/- 1397 )",2047,"(+/- 918 )",2694,"(+/- 922 )",8064,"(+/- 1519 )",4609,"(+/- 1081 )",2561,"(+/- 715 )",3097,"(+/- 1045 )",5565,"(+/- 1581 )",5632,"(+/- 1780 )",4340,"(+/- 1364 )",8992,"(+/- 1871 )",3795,"(+/- 994 )",8561,"(+/- 1188 )",5335,"(+/- 1131 )",6611,"(+/- 1569 )",5362,"(+/- 1379 )",7902,"(+/- 1626 )",5128,"(+/- 1383 )",7894,"(+/- 1254 )",5494,"(+/- 1087 )",4743,"(+/- 1180 )",5260,"(+/- 1557 )",7238,"(+/- 1603 )",2088,"(+/- 833 )",3884,"(+/- 1201 )",3138,"(+/- 932 )",6829,"(+/- 1084 )",6372,"(+/- 1234 )",3463,"(+/- 1064 )",3944,"(+/- 1107 )",2924,"(+/- 773 )",2738,"(+/- 945 )",3295,"(+/- 888 )",7965,"(+/- 1699 )",9886,"(+/- 1951 )",4773,"(+/- 1210 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",250860,"(+/- 4600 )",286897,"(+/- 6703 )",313568,"(+/- 4397 )",272905,"(+/- 3681 )",259085,"(+/- 4707 )",272878,"(+/- 6237 )",286616,"(+/- 7899 )",294523,"(+/- 6478 )",264287,"(+/- 8501 )",312919,"(+/- 7354 )",279550,"(+/- 4119 )",295792,"(+/- 6705 )",255984,"(+/- 3997 )",266981,"(+/- 4294 )",226062,"(+/- 4831 )",241212,"(+/- 4085 )",287547,"(+/- 5942 )",274598,"(+/- 7193 )",259000,"(+/- 3863 )",257032,"(+/- 5971 )",326090,"(+/- 6415 )",301036,"(+/- 6066 )",243042,"(+/- 5620 )",318936,"(+/- 5625 )",279481,"(+/- 5889 )",299529,"(+/- 3751 )",259967,"(+/- 4139 )",218960,"(+/- 4500 )",226787,"(+/- 7117 )",270339,"(+/- 6289 )",296458,"(+/- 3280 )",292242,"(+/- 6146 )",231388,"(+/- 6243 )",213973,"(+/- 4985 )",280171,"(+/- 6889 )",259388,"(+/- 6008 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",21114,"(+/- 2613 )",13512,"(+/- 2608 )",12346,"(+/- 2494 )",18939,"(+/- 2777 )",12403,"(+/- 1740 )",10380,"(+/- 1531 )",12764,"(+/- 2289 )",17516,"(+/- 2869 )",23283,"(+/- 3501 )",11484,"(+/- 2215 )",16096,"(+/- 2023 )",14848,"(+/- 2048 )",17495,"(+/- 1835 )",20709,"(+/- 2561 )",22220,"(+/- 2746 )",23230,"(+/- 2597 )",25884,"(+/- 2850 )",25287,"(+/- 3304 )",20102,"(+/- 2452 )",20194,"(+/- 2033 )",18283,"(+/- 2137 )",10510,"(+/- 2402 )",19286,"(+/- 2561 )",9484,"(+/- 1700 )",14578,"(+/- 2000 )",8850,"(+/- 1807 )",17713,"(+/- 2102 )",21114,"(+/- 2453 )",16215,"(+/- 2069 )",25361,"(+/- 2435 )",11150,"(+/- 1641 )",12545,"(+/- 1764 )",16253,"(+/- 2170 )",24945,"(+/- 2756 )",29114,"(+/- 3092 )",17558,"(+/- 2189 )"
