Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.0,"(+/- 1.2 )",11.4,"(+/- 1.1 )",13.8,"(+/- 1.2 )",8.8,"(+/- 1.0 )",9.5,"(+/- 1.1 )",17.1,"(+/- 1.5 )",12.0,"(+/- 1.2 )",18.2,"(+/- 1.8 )",13.7,"(+/- 1.2 )",13.6,"(+/- 1.4 )",8.8,"(+/- 0.9 )",10.1,"(+/- 0.9 )",13.2,"(+/- 1.0 )",7.1,"(+/- 0.8 )",5.3,"(+/- 0.7 )",25.6,"(+/- 1.6 )",6.5,"(+/- 1.0 )",6.3,"(+/- 0.8 )",8.2,"(+/- 0.9 )",12.6,"(+/- 1.2 )",24.9,"(+/- 1.7 )",16.5,"(+/- 1.5 )",18.7,"(+/- 1.6 )",12.8,"(+/- 1.0 )",12.8,"(+/- 1.4 )",9.0,"(+/- 0.9 )",11.7,"(+/- 1.1 )",12.5,"(+/- 1.2 )",16.1,"(+/- 1.3 )",9.8,"(+/- 1.1 )",15.0,"(+/- 1.5 )",11.0,"(+/- 1.0 )",7.7,"(+/- 0.7 )",20.6,"(+/- 1.4 )",13.9,"(+/- 1.4 )",15.6,"(+/- 1.4 )",17.2,"(+/- 1.3 )",9.3,"(+/- 1.2 )",8.6,"(+/- 0.9 )",20.4,"(+/- 1.5 )",14.5,"(+/- 1.4 )",9.0,"(+/- 1.1 )",14.3,"(+/- 1.3 )",19.0,"(+/- 1.3 )",8.3,"(+/- 0.9 )",15.5,"(+/- 1.6 )",13.0,"(+/- 1.0 )",8.9,"(+/- 0.9 )",8.2,"(+/- 1.3 )",10.2,"(+/- 1.1 )",19.8,"(+/- 1.8 )",8.6,"(+/- 0.8 )",11.4,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.6,"(+/- 3.0 )",13.4,"(+/- 2.5 )",14.1,"(+/- 2.3 )",11.1,"(+/- 2.3 )",11.9,"(+/- 2.7 )",25.3,"(+/- 3.7 )",16.5,"(+/- 2.7 )",24.9,"(+/- 3.7 )",21.0,"(+/- 2.4 )",19.0,"(+/- 2.7 )",10.5,"(+/- 2.1 )",10.2,"(+/- 3.1 )",15.8,"(+/- 2.6 )",6.9,"(+/- 2.0 )",5.2,"(+/- 1.3 )",35.3,"(+/- 2.8 )",6.7,"(+/- 3.4 )",5.2,"(+/- 1.5 )",7.9,"(+/- 1.7 )",18.8,"(+/- 2.7 )",34.3,"(+/- 3.0 )",22.4,"(+/- 3.0 )",24.9,"(+/- 3.6 )",12.5,"(+/- 2.2 )",19.4,"(+/- 3.0 )",12.6,"(+/- 2.2 )",14.8,"(+/- 2.7 )",14.6,"(+/- 3.1 )",23.4,"(+/- 2.6 )",11.1,"(+/- 2.3 )",22.2,"(+/- 3.2 )",15.3,"(+/- 2.3 )",5.0,"(+/- 1.4 )",28.1,"(+/- 3.5 )",21.8,"(+/- 2.7 )",22.4,"(+/- 3.6 )",22.9,"(+/- 3.3 )",11.3,"(+/- 2.4 )",10.0,"(+/- 2.3 )",31.4,"(+/- 2.6 )",20.3,"(+/- 2.6 )",11.7,"(+/- 2.1 )",21.4,"(+/- 2.7 )",27.1,"(+/- 2.8 )",5.6,"(+/- 1.6 )",24.4,"(+/- 3.2 )",18.6,"(+/- 2.7 )",8.9,"(+/- 2.0 )",11.3,"(+/- 2.8 )",11.7,"(+/- 2.3 )",29.4,"(+/- 3.5 )",7.4,"(+/- 2.0 )",14.7,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.1,"(+/- 3.0 )",12.9,"(+/- 2.4 )",13.9,"(+/- 2.3 )",10.8,"(+/- 2.3 )",11.0,"(+/- 2.7 )",24.9,"(+/- 3.7 )",15.8,"(+/- 2.8 )",24.4,"(+/- 3.8 )",20.7,"(+/- 2.3 )",18.6,"(+/- 2.7 )",10.3,"(+/- 2.1 )",9.4,"(+/- 3.0 )",15.2,"(+/- 2.6 )",6.8,"(+/- 2.0 )",4.9,"(+/- 1.4 )",35.1,"(+/- 2.9 )",6.3,"(+/- 3.4 )",5.0,"(+/- 1.6 )",7.5,"(+/- 1.7 )",18.2,"(+/- 2.8 )",34.2,"(+/- 3.0 )",22.1,"(+/- 3.0 )",24.3,"(+/- 3.6 )",12.1,"(+/- 2.3 )",19.2,"(+/- 3.0 )",12.1,"(+/- 2.2 )",14.4,"(+/- 2.7 )",14.2,"(+/- 3.1 )",23.0,"(+/- 2.6 )",10.9,"(+/- 2.3 )",21.8,"(+/- 3.2 )",14.9,"(+/- 2.3 )",4.9,"(+/- 1.4 )",27.7,"(+/- 3.5 )",21.4,"(+/- 2.7 )",22.2,"(+/- 3.6 )",22.9,"(+/- 3.3 )",10.9,"(+/- 2.4 )",9.7,"(+/- 2.3 )",31.3,"(+/- 2.6 )",19.9,"(+/- 2.6 )",11.2,"(+/- 2.0 )",21.2,"(+/- 2.7 )",26.9,"(+/- 2.8 )",5.4,"(+/- 1.6 )",24.1,"(+/- 3.2 )",18.3,"(+/- 2.7 )",8.8,"(+/- 2.0 )",10.9,"(+/- 2.8 )",11.3,"(+/- 2.2 )",29.1,"(+/- 3.5 )",7.2,"(+/- 1.9 )",14.5,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.2,"(+/- 5.7 )",20.2,"(+/- 4.9 )",12.5,"(+/- 3.0 )",10.8,"(+/- 3.9 )",11.1,"(+/- 4.2 )",23.0,"(+/- 4.8 )",13.7,"(+/- 3.9 )",25.2,"(+/- 5.2 )",20.8,"(+/- 4.0 )",20.5,"(+/- 4.3 )",15.1,"(+/- 3.4 )",7.3,"(+/- 3.5 )",15.7,"(+/- 3.8 )",8.6,"(+/- 3.9 )",4.8,"(+/- 1.8 )",35.5,"(+/- 3.9 )",2.6,"(+/- 2.2 )",7.3,"(+/- 3.4 )",6.3,"(+/- 2.1 )",17.4,"(+/- 4.1 )",35.7,"(+/- 4.1 )",25.0,"(+/- 4.4 )",23.3,"(+/- 4.4 )",11.2,"(+/- 2.9 )",22.9,"(+/- 6.8 )",9.7,"(+/- 2.7 )",15.8,"(+/- 4.6 )",15.0,"(+/- 5.6 )",22.6,"(+/- 4.0 )",10.3,"(+/- 3.0 )",23.6,"(+/- 4.3 )",16.7,"(+/- 3.5 )",5.1,"(+/- 2.9 )",26.5,"(+/- 4.8 )",25.2,"(+/- 4.3 )",25.6,"(+/- 5.8 )",20.5,"(+/- 4.8 )",10.3,"(+/- 3.3 )",8.5,"(+/- 3.0 )",33.4,"(+/- 3.8 )",18.3,"(+/- 3.7 )",12.0,"(+/- 3.2 )",22.9,"(+/- 3.6 )",27.5,"(+/- 4.4 )",4.8,"(+/- 2.0 )",25.2,"(+/- 4.6 )",19.1,"(+/- 5.1 )",8.2,"(+/- 3.1 )",9.0,"(+/- 3.7 )",10.4,"(+/- 3.4 )",28.0,"(+/- 5.4 )",6.1,"(+/- 2.4 )",14.6,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.2,"(+/- 2.8 )",10.7,"(+/- 2.3 )",14.4,"(+/- 2.7 )",10.8,"(+/- 2.5 )",10.9,"(+/- 2.7 )",25.7,"(+/- 3.8 )",16.5,"(+/- 3.0 )",24.1,"(+/- 3.8 )",20.7,"(+/- 2.5 )",17.9,"(+/- 2.7 )",8.7,"(+/- 2.1 )",10.5,"(+/- 3.6 )",15.0,"(+/- 2.9 )",6.2,"(+/- 1.8 )",4.9,"(+/- 1.4 )",34.9,"(+/- 3.1 )",7.9,"(+/- 4.1 )",4.3,"(+/- 1.5 )",8.0,"(+/- 2.0 )",18.4,"(+/- 2.9 )",33.6,"(+/- 3.4 )",21.0,"(+/- 3.2 )",24.6,"(+/- 4.2 )",12.5,"(+/- 2.5 )",17.8,"(+/- 2.7 )",12.9,"(+/- 2.7 )",13.9,"(+/- 2.6 )",13.9,"(+/- 3.0 )",23.2,"(+/- 2.8 )",11.1,"(+/- 2.6 )",21.1,"(+/- 3.4 )",14.3,"(+/- 2.3 )",4.8,"(+/- 1.4 )",28.2,"(+/- 3.7 )",20.0,"(+/- 2.6 )",20.8,"(+/- 3.6 )",23.9,"(+/- 3.8 )",11.1,"(+/- 2.6 )",10.3,"(+/- 2.5 )",30.6,"(+/- 3.0 )",20.5,"(+/- 2.8 )",10.9,"(+/- 2.5 )",20.5,"(+/- 2.7 )",26.7,"(+/- 2.8 )",5.6,"(+/- 1.8 )",23.7,"(+/- 3.3 )",18.0,"(+/- 2.6 )",8.9,"(+/- 2.2 )",11.6,"(+/- 3.1 )",11.6,"(+/- 2.5 )",29.5,"(+/- 3.8 )",7.7,"(+/- 2.2 )",14.5,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.9,"(+/- 0.9 )",10.9,"(+/- 0.9 )",13.8,"(+/- 1.0 )",8.2,"(+/- 0.9 )",8.9,"(+/- 0.9 )",14.4,"(+/- 1.1 )",10.7,"(+/- 1.0 )",15.8,"(+/- 1.4 )",11.1,"(+/- 1.0 )",11.7,"(+/- 1.2 )",8.3,"(+/- 0.8 )",10.1,"(+/- 0.8 )",12.6,"(+/- 0.8 )",7.1,"(+/- 0.7 )",5.4,"(+/- 0.7 )",21.4,"(+/- 1.3 )",6.5,"(+/- 0.8 )",6.6,"(+/- 0.8 )",8.2,"(+/- 0.8 )",10.5,"(+/- 1.1 )",20.7,"(+/- 1.4 )",14.2,"(+/- 1.4 )",16.4,"(+/- 1.1 )",12.8,"(+/- 1.0 )",10.5,"(+/- 1.1 )",7.9,"(+/- 0.8 )",11.0,"(+/- 0.9 )",12.1,"(+/- 1.0 )",14.0,"(+/- 1.1 )",9.4,"(+/- 0.9 )",12.4,"(+/- 1.2 )",9.8,"(+/- 0.8 )",8.3,"(+/- 0.8 )",18.8,"(+/- 1.2 )",11.1,"(+/- 1.0 )",14.0,"(+/- 1.1 )",15.8,"(+/- 1.1 )",8.8,"(+/- 1.1 )",8.2,"(+/- 0.8 )",16.3,"(+/- 1.2 )",12.3,"(+/- 1.2 )",8.0,"(+/- 1.0 )",12.1,"(+/- 1.1 )",15.9,"(+/- 1.1 )",9.0,"(+/- 0.9 )",12.6,"(+/- 1.3 )",11.5,"(+/- 0.8 )",8.9,"(+/- 0.9 )",7.3,"(+/- 1.0 )",9.7,"(+/- 1.0 )",16.4,"(+/- 1.7 )",8.9,"(+/- 0.8 )",10.5,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.6,"(+/- 1.0 )",6.8,"(+/- 1.2 )",9.0,"(+/- 1.4 )",7.0,"(+/- 1.1 )",7.2,"(+/- 1.5 )",13.2,"(+/- 2.1 )",8.8,"(+/- 1.7 )",12.0,"(+/- 2.1 )",9.8,"(+/- 1.7 )",9.4,"(+/- 2.0 )",7.1,"(+/- 1.2 )",14.3,"(+/- 1.8 )",13.6,"(+/- 1.6 )",7.3,"(+/- 1.3 )",5.9,"(+/- 1.3 )",15.5,"(+/- 2.5 )",8.2,"(+/- 1.6 )",7.4,"(+/- 1.1 )",9.0,"(+/- 1.7 )",6.8,"(+/- 1.5 )",18.4,"(+/- 2.7 )",9.6,"(+/- 1.5 )",12.5,"(+/- 1.9 )",7.2,"(+/- 1.3 )",9.8,"(+/- 1.6 )",8.1,"(+/- 1.6 )",11.9,"(+/- 1.7 )",17.8,"(+/- 1.9 )",16.5,"(+/- 2.2 )",8.7,"(+/- 1.4 )",10.3,"(+/- 2.2 )",10.5,"(+/- 1.9 )",6.7,"(+/- 1.3 )",27.0,"(+/- 2.8 )",11.9,"(+/- 2.3 )",12.6,"(+/- 1.5 )",16.6,"(+/- 2.0 )",12.3,"(+/- 1.7 )",8.3,"(+/- 1.3 )",15.1,"(+/- 2.3 )",9.6,"(+/- 1.9 )",8.8,"(+/- 2.0 )",10.6,"(+/- 1.9 )",17.5,"(+/- 2.5 )",9.2,"(+/- 1.5 )",15.6,"(+/- 2.8 )",12.7,"(+/- 1.9 )",10.6,"(+/- 1.6 )",5.7,"(+/- 1.3 )",8.6,"(+/- 1.5 )",18.0,"(+/- 3.0 )",6.3,"(+/- 1.1 )",9.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.5,"(+/- 1.3 )",7.3,"(+/- 1.2 )",9.0,"(+/- 1.2 )",6.3,"(+/- 1.1 )",6.2,"(+/- 1.2 )",15.0,"(+/- 1.9 )",9.4,"(+/- 1.4 )",16.0,"(+/- 2.1 )",12.0,"(+/- 1.4 )",11.8,"(+/- 1.5 )",6.6,"(+/- 1.1 )",5.4,"(+/- 1.2 )",8.9,"(+/- 1.2 )",4.3,"(+/- 1.0 )",3.1,"(+/- 0.7 )",23.5,"(+/- 1.8 )",3.9,"(+/- 1.1 )",3.5,"(+/- 0.9 )",4.8,"(+/- 1.0 )",10.2,"(+/- 1.3 )",23.2,"(+/- 1.9 )",14.1,"(+/- 1.6 )",15.5,"(+/- 1.9 )",7.2,"(+/- 1.1 )",11.0,"(+/- 1.5 )",6.9,"(+/- 1.0 )",8.8,"(+/- 1.2 )",8.7,"(+/- 1.6 )",13.5,"(+/- 1.5 )",6.8,"(+/- 1.2 )",13.1,"(+/- 1.7 )",8.9,"(+/- 1.1 )",3.9,"(+/- 0.8 )",16.3,"(+/- 1.8 )",12.0,"(+/- 1.5 )",12.7,"(+/- 1.7 )",13.2,"(+/- 1.8 )",6.8,"(+/- 1.2 )",6.3,"(+/- 1.1 )",18.6,"(+/- 1.5 )",12.4,"(+/- 1.5 )",7.3,"(+/- 1.1 )",11.8,"(+/- 1.4 )",16.8,"(+/- 1.5 )",4.4,"(+/- 0.9 )",13.2,"(+/- 1.7 )",10.2,"(+/- 1.3 )",6.3,"(+/- 1.1 )",6.1,"(+/- 1.4 )",7.2,"(+/- 1.1 )",17.8,"(+/- 2.0 )",4.8,"(+/- 0.9 )",8.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.3,"(+/- 1.7 )",24.4,"(+/- 2.1 )",34.9,"(+/- 2.1 )",20.1,"(+/- 2.0 )",21.4,"(+/- 1.8 )",25.0,"(+/- 1.9 )",23.7,"(+/- 2.1 )",30.9,"(+/- 2.9 )",25.2,"(+/- 2.6 )",24.7,"(+/- 2.4 )",18.7,"(+/- 2.2 )",17.5,"(+/- 1.4 )",23.3,"(+/- 1.7 )",18.5,"(+/- 1.7 )",21.0,"(+/- 2.5 )",37.0,"(+/- 2.7 )",19.3,"(+/- 3.0 )",18.6,"(+/- 1.9 )",25.8,"(+/- 2.6 )",24.8,"(+/- 2.3 )",39.8,"(+/- 3.1 )",30.5,"(+/- 3.0 )",35.5,"(+/- 2.5 )",31.3,"(+/- 2.5 )",25.3,"(+/- 2.6 )",20.2,"(+/- 2.2 )",26.5,"(+/- 2.2 )",21.5,"(+/- 1.4 )",30.2,"(+/- 2.3 )",20.5,"(+/- 1.8 )",27.1,"(+/- 2.4 )",27.5,"(+/- 2.6 )",18.2,"(+/- 1.8 )",31.8,"(+/- 2.0 )",28.8,"(+/- 3.6 )",26.6,"(+/- 2.0 )",27.1,"(+/- 1.6 )",28.4,"(+/- 4.0 )",23.8,"(+/- 2.6 )",34.6,"(+/- 2.9 )",28.8,"(+/- 3.1 )",24.4,"(+/- 2.9 )",26.5,"(+/- 2.4 )",36.2,"(+/- 2.6 )",26.3,"(+/- 3.0 )",28.0,"(+/- 2.8 )",23.1,"(+/- 1.8 )",18.6,"(+/- 1.9 )",17.9,"(+/- 2.2 )",27.1,"(+/- 2.6 )",33.1,"(+/- 3.6 )",19.8,"(+/- 2.2 )",22.7,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",160248,"(+/- 5121 )",168204,"(+/- 4819 )",215848,"(+/- 5383 )",175110,"(+/- 5646 )",172192,"(+/- 4993 )",208202,"(+/- 6453 )",192584,"(+/- 6217 )",185850,"(+/- 8457 )",221230,"(+/- 6041 )",212930,"(+/- 5930 )",185063,"(+/- 5930 )",132083,"(+/- 6112 )",195066,"(+/- 6404 )",182736,"(+/- 6758 )",198311,"(+/- 6011 )",227575,"(+/- 6798 )",182282,"(+/- 7392 )",200240,"(+/- 7955 )",208274,"(+/- 8655 )",209776,"(+/- 5480 )",212189,"(+/- 8424 )",234734,"(+/- 9098 )",214661,"(+/- 9421 )",216929,"(+/- 5272 )",199902,"(+/- 6993 )",191364,"(+/- 4968 )",174927,"(+/- 5937 )",142357,"(+/- 6316 )",187624,"(+/- 7447 )",181637,"(+/- 9428 )",220804,"(+/- 8869 )",196728,"(+/- 7769 )",177195,"(+/- 8460 )",166081,"(+/- 7344 )",231917,"(+/- 8703 )",156120,"(+/- 7493 )",190685,"(+/- 9709 )",170578,"(+/- 7742 )",190241,"(+/- 7741 )",214062,"(+/- 7539 )",237918,"(+/- 8437 )",248011,"(+/- 7618 )",200100,"(+/- 8364 )",210412,"(+/- 8665 )",222569,"(+/- 7997 )",213848,"(+/- 6237 )",184604,"(+/- 8034 )",172049,"(+/- 6729 )",181481,"(+/- 8351 )",193857,"(+/- 7921 )",216174,"(+/- 9506 )",187607,"(+/- 9083 )",210294,"(+/- 8520 )"
Education,"School Enrollment","Nursery school, preschool",8597,"(+/- 1436 )",11125,"(+/- 1950 )",11256,"(+/- 1674 )",11256,"(+/- 1615 )",10264,"(+/- 1736 )",13362,"(+/- 2680 )",11586,"(+/- 1835 )",10569,"(+/- 2287 )",13411,"(+/- 1933 )",10278,"(+/- 2091 )",9373,"(+/- 1506 )",14831,"(+/- 2133 )",11063,"(+/- 1457 )",12206,"(+/- 1822 )",13732,"(+/- 1684 )",12086,"(+/- 2042 )",14552,"(+/- 1864 )",12457,"(+/- 1776 )",12531,"(+/- 1877 )",7683,"(+/- 1446 )",10444,"(+/- 2213 )",11668,"(+/- 2082 )",8589,"(+/- 1735 )",10361,"(+/- 1660 )",12494,"(+/- 2217 )",11858,"(+/- 1260 )",11696,"(+/- 1827 )",7885,"(+/- 1630 )",9293,"(+/- 1678 )",12084,"(+/- 2009 )",11746,"(+/- 2175 )",10769,"(+/- 1892 )",15314,"(+/- 2608 )",10001,"(+/- 1828 )",8506,"(+/- 1797 )",8290,"(+/- 1882 )",12471,"(+/- 1884 )",10204,"(+/- 1727 )",11977,"(+/- 2222 )",10706,"(+/- 1467 )",9698,"(+/- 1767 )",11720,"(+/- 1804 )",11777,"(+/- 2023 )",11628,"(+/- 2011 )",15733,"(+/- 2733 )",9958,"(+/- 1786 )",11904,"(+/- 1787 )",8768,"(+/- 1460 )",12067,"(+/- 2351 )",9956,"(+/- 1755 )",13474,"(+/- 2520 )",10799,"(+/- 1581 )",12132,"(+/- 1998 )"
Education,"School Enrollment",Kindergarten,7472,"(+/- 1494 )",9281,"(+/- 1721 )",9419,"(+/- 1856 )",10317,"(+/- 1828 )",7874,"(+/- 1395 )",10475,"(+/- 1812 )",9885,"(+/- 1446 )",10939,"(+/- 2471 )",12118,"(+/- 1882 )",9695,"(+/- 1692 )",9077,"(+/- 1893 )",4358,"(+/- 1374 )",8985,"(+/- 1571 )",9253,"(+/- 1692 )",11881,"(+/- 1621 )",13357,"(+/- 1840 )",7470,"(+/- 1169 )",10339,"(+/- 1766 )",10223,"(+/- 1662 )",7179,"(+/- 1422 )",11501,"(+/- 1632 )",13065,"(+/- 2356 )",9482,"(+/- 2109 )",7959,"(+/- 1526 )",9883,"(+/- 1562 )",10778,"(+/- 1942 )",8702,"(+/- 1576 )",6214,"(+/- 1444 )",9439,"(+/- 1419 )",9940,"(+/- 1847 )",11149,"(+/- 1951 )",10185,"(+/- 2021 )",8083,"(+/- 1663 )",7452,"(+/- 1201 )",11175,"(+/- 1675 )",6977,"(+/- 1628 )",7269,"(+/- 1295 )",8026,"(+/- 1432 )",9325,"(+/- 1511 )",10669,"(+/- 1580 )",12653,"(+/- 1659 )",11451,"(+/- 1908 )",11708,"(+/- 1943 )",11800,"(+/- 1816 )",8821,"(+/- 1615 )",10878,"(+/- 2007 )",8259,"(+/- 1377 )",6762,"(+/- 1242 )",9392,"(+/- 1635 )",8426,"(+/- 1578 )",9367,"(+/- 1464 )",10542,"(+/- 2035 )",9772,"(+/- 1793 )"
Education,"School Enrollment","Elementary school (grades 1-8)",60678,"(+/- 3261 )",65186,"(+/- 2794 )",78949,"(+/- 3646 )",67900,"(+/- 3294 )",68007,"(+/- 3837 )",83163,"(+/- 4672 )",73739,"(+/- 4332 )",86075,"(+/- 5914 )",95696,"(+/- 3695 )",92298,"(+/- 3541 )",71629,"(+/- 4126 )",39370,"(+/- 2321 )",61502,"(+/- 3849 )",63532,"(+/- 2868 )",81309,"(+/- 3810 )",100186,"(+/- 4830 )",70925,"(+/- 5325 )",76301,"(+/- 4378 )",71312,"(+/- 4322 )",80897,"(+/- 2463 )",98316,"(+/- 6063 )",97855,"(+/- 5439 )",96457,"(+/- 6129 )",66253,"(+/- 2087 )",79256,"(+/- 4827 )",73389,"(+/- 2805 )",58320,"(+/- 4748 )",47994,"(+/- 3742 )",70292,"(+/- 5480 )",62384,"(+/- 5441 )",85109,"(+/- 5859 )",70639,"(+/- 4569 )",56808,"(+/- 4706 )",59515,"(+/- 4708 )",87824,"(+/- 5545 )",60335,"(+/- 4958 )",61885,"(+/- 4458 )",60843,"(+/- 4862 )",67224,"(+/- 4970 )",91620,"(+/- 5657 )",88700,"(+/- 4713 )",108573,"(+/- 5464 )",75283,"(+/- 5512 )",92299,"(+/- 5470 )",73647,"(+/- 4934 )",82071,"(+/- 4580 )",63882,"(+/- 4937 )",59402,"(+/- 4173 )",68932,"(+/- 5346 )",80467,"(+/- 5641 )",83312,"(+/- 4881 )",63097,"(+/- 4671 )",69376,"(+/- 5399 )"
Education,"School Enrollment","High school (grades 9-12)",33442,"(+/- 2539 )",38073,"(+/- 2513 )",41966,"(+/- 3026 )",42387,"(+/- 2957 )",35557,"(+/- 3101 )",42582,"(+/- 3501 )",42891,"(+/- 2975 )",38317,"(+/- 3972 )",51887,"(+/- 3387 )",47089,"(+/- 2731 )",41478,"(+/- 3138 )",18447,"(+/- 2198 )",30059,"(+/- 2557 )",33234,"(+/- 2462 )",42714,"(+/- 2908 )",52202,"(+/- 3245 )",33374,"(+/- 2800 )",39983,"(+/- 3388 )",44728,"(+/- 3305 )",44068,"(+/- 2503 )",49783,"(+/- 3637 )",49247,"(+/- 3464 )",47716,"(+/- 3853 )",34074,"(+/- 2275 )",46356,"(+/- 3845 )",42316,"(+/- 2133 )",34503,"(+/- 3031 )",25871,"(+/- 2972 )",40989,"(+/- 3254 )",33567,"(+/- 3376 )",49732,"(+/- 4379 )",40716,"(+/- 3629 )",31332,"(+/- 3234 )",33805,"(+/- 2867 )",53075,"(+/- 3966 )",38010,"(+/- 3200 )",29084,"(+/- 2951 )",34317,"(+/- 2962 )",35775,"(+/- 2783 )",45181,"(+/- 3238 )",52699,"(+/- 3707 )",55852,"(+/- 4118 )",40766,"(+/- 3520 )",45890,"(+/- 3185 )",43248,"(+/- 3978 )",42250,"(+/- 3236 )",35450,"(+/- 3340 )",37595,"(+/- 2963 )",40621,"(+/- 3541 )",41531,"(+/- 3145 )",49950,"(+/- 4217 )",28952,"(+/- 3083 )",38787,"(+/- 3554 )"
Education,"School Enrollment","College or graduate school",50059,"(+/- 3933 )",44539,"(+/- 3680 )",74258,"(+/- 3307 )",43250,"(+/- 4017 )",50490,"(+/- 3663 )",58620,"(+/- 4482 )",54483,"(+/- 4209 )",39950,"(+/- 4159 )",48118,"(+/- 3998 )",53570,"(+/- 4293 )",53506,"(+/- 3800 )",55077,"(+/- 5051 )",83457,"(+/- 4906 )",64511,"(+/- 5265 )",48675,"(+/- 3622 )",49744,"(+/- 3936 )",55961,"(+/- 5107 )",61160,"(+/- 4503 )",69480,"(+/- 5159 )",69949,"(+/- 4089 )",42145,"(+/- 3611 )",62899,"(+/- 4452 )",52417,"(+/- 4619 )",98282,"(+/- 5180 )",51913,"(+/- 4025 )",53023,"(+/- 3502 )",61706,"(+/- 4002 )",54393,"(+/- 4826 )",57611,"(+/- 4085 )",63662,"(+/- 4871 )",63068,"(+/- 5300 )",64419,"(+/- 4844 )",65658,"(+/- 4956 )",55308,"(+/- 4049 )",71337,"(+/- 4358 )",42508,"(+/- 4477 )",79976,"(+/- 5888 )",57188,"(+/- 3723 )",65940,"(+/- 4566 )",55886,"(+/- 3842 )",74168,"(+/- 7311 )",60415,"(+/- 4627 )",60566,"(+/- 4971 )",48795,"(+/- 4041 )",81120,"(+/- 6437 )",68691,"(+/- 4680 )",65109,"(+/- 5125 )",59522,"(+/- 3741 )",50469,"(+/- 4847 )",53477,"(+/- 3952 )",60071,"(+/- 4979 )",74217,"(+/- 4848 )",80227,"(+/- 6116 )"
